nct_id,drug_mesh,cond_mesh,mesh_type
NCT04650204,Gabapentin,Central Nervous System Diseases,mesh-ancestor
NCT04650204,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT04650204,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT04631510,Gabapentin,Critical Illness,mesh-list
NCT04631510,Gabapentin,Disease Attributes,mesh-ancestor
NCT04631510,Gabapentin,Pathologic Processes,mesh-ancestor
NCT04622618,Gabapentin,Nausea,mesh-list
NCT04622618,Gabapentin,Vomiting,mesh-list
NCT04622618,Gabapentin,"Pain, Postoperative",mesh-list
NCT04622618,Gabapentin,Postoperative Nausea and Vomiting,mesh-list
NCT04622618,Gabapentin,"Signs and Symptoms, Digestive",mesh-ancestor
NCT04622618,Gabapentin,Postoperative Complications,mesh-ancestor
NCT04622618,Gabapentin,Pathologic Processes,mesh-ancestor
NCT04622618,Gabapentin,Pain,mesh-ancestor
NCT04622618,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT04613024,Gabapentin,Weight Loss,mesh-list
NCT04613024,Gabapentin,"Pain, Postoperative",mesh-list
NCT04613024,Gabapentin,Body Weight Changes,mesh-ancestor
NCT04613024,Gabapentin,Body Weight,mesh-ancestor
NCT04613024,Gabapentin,Postoperative Complications,mesh-ancestor
NCT04613024,Gabapentin,Pathologic Processes,mesh-ancestor
NCT04613024,Gabapentin,Pain,mesh-ancestor
NCT04613024,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT04434430,Gabapentin,,
NCT04345432,Gabapentin,Postural Orthostatic Tachycardia Syndrome,mesh-list
NCT04345432,Gabapentin,Tachycardia,mesh-list
NCT04345432,Gabapentin,Syndrome,mesh-list
NCT04345432,Gabapentin,Disease,mesh-ancestor
NCT04345432,Gabapentin,Pathologic Processes,mesh-ancestor
NCT04345432,Gabapentin,"Arrhythmias, Cardiac",mesh-ancestor
NCT04345432,Gabapentin,Heart Diseases,mesh-ancestor
NCT04345432,Gabapentin,Cardiovascular Diseases,mesh-ancestor
NCT04345432,Gabapentin,Cardiac Conduction System Disease,mesh-ancestor
NCT04345432,Gabapentin,Orthostatic Intolerance,mesh-ancestor
NCT04345432,Gabapentin,Primary Dysautonomias,mesh-ancestor
NCT04345432,Gabapentin,Autonomic Nervous System Diseases,mesh-ancestor
NCT04345432,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT04292171,Gabapentin,,
NCT04246697,Gabapentin,Head and Neck Neoplasms,mesh-list
NCT04246697,Gabapentin,Neoplasms by Site,mesh-ancestor
NCT04246697,Gabapentin,Neoplasms,mesh-ancestor
NCT04230980,Gabapentin,Azoospermia,mesh-list
NCT04230980,Gabapentin,"Pain, Postoperative",mesh-list
NCT04230980,Gabapentin,Postoperative Complications,mesh-ancestor
NCT04230980,Gabapentin,Pathologic Processes,mesh-ancestor
NCT04230980,Gabapentin,Pain,mesh-ancestor
NCT04230980,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT04230980,Gabapentin,"Infertility, Male",mesh-ancestor
NCT04230980,Gabapentin,Infertility,mesh-ancestor
NCT04144933,Gabapentin,,
NCT04106011,Gabapentin,Neuralgia,mesh-list
NCT04106011,Gabapentin,Peripheral Nervous System Diseases,mesh-ancestor
NCT04106011,Gabapentin,Neuromuscular Diseases,mesh-ancestor
NCT04106011,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT04106011,Gabapentin,Pain,mesh-ancestor
NCT04106011,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT04068506,Gabapentin,Hand Injuries,mesh-list
NCT04068506,Gabapentin,Wounds and Injuries,mesh-ancestor
NCT04052139,Gabapentin,Chronic Pain,mesh-list
NCT04052139,Gabapentin,Pain,mesh-ancestor
NCT04052139,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT04025203,Gabapentin,Carpal Tunnel Syndrome,mesh-list
NCT04025203,Gabapentin,Syndrome,mesh-list
NCT04025203,Gabapentin,Disease,mesh-ancestor
NCT04025203,Gabapentin,Pathologic Processes,mesh-ancestor
NCT04025203,Gabapentin,Median Neuropathy,mesh-ancestor
NCT04025203,Gabapentin,Mononeuropathies,mesh-ancestor
NCT04025203,Gabapentin,Peripheral Nervous System Diseases,mesh-ancestor
NCT04025203,Gabapentin,Neuromuscular Diseases,mesh-ancestor
NCT04025203,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT04025203,Gabapentin,Nerve Compression Syndromes,mesh-ancestor
NCT04025203,Gabapentin,Cumulative Trauma Disorders,mesh-ancestor
NCT04025203,Gabapentin,Sprains and Strains,mesh-ancestor
NCT04025203,Gabapentin,Wounds and Injuries,mesh-ancestor
NCT03867240,Gabapentin,Scoliosis,mesh-list
NCT03867240,Gabapentin,"Pain, Postoperative",mesh-list
NCT03867240,Gabapentin,Spinal Curvatures,mesh-ancestor
NCT03867240,Gabapentin,Spinal Diseases,mesh-ancestor
NCT03867240,Gabapentin,Bone Diseases,mesh-ancestor
NCT03867240,Gabapentin,Musculoskeletal Diseases,mesh-ancestor
NCT03867240,Gabapentin,Postoperative Complications,mesh-ancestor
NCT03867240,Gabapentin,Pathologic Processes,mesh-ancestor
NCT03867240,Gabapentin,Pain,mesh-ancestor
NCT03867240,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT03859024,Gabapentin,Urethral Stricture,mesh-list
NCT03859024,Gabapentin,"Pain, Postoperative",mesh-list
NCT03859024,Gabapentin,Postoperative Complications,mesh-ancestor
NCT03859024,Gabapentin,Pathologic Processes,mesh-ancestor
NCT03859024,Gabapentin,Pain,mesh-ancestor
NCT03859024,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT03859024,Gabapentin,Urethral Obstruction,mesh-ancestor
NCT03859024,Gabapentin,Urethral Diseases,mesh-ancestor
NCT03859024,Gabapentin,Urologic Diseases,mesh-ancestor
NCT03850093,Gabapentin,,
NCT03825809,Gabapentin,,
NCT03818932,Gabapentin,Anterior Cruciate Ligament Injuries,mesh-list
NCT03818932,Gabapentin,Knee Injuries,mesh-ancestor
NCT03818932,Gabapentin,Leg Injuries,mesh-ancestor
NCT03818932,Gabapentin,Wounds and Injuries,mesh-ancestor
NCT03758079,Gabapentin,Pruritus,mesh-list
NCT03758079,Gabapentin,Skin Diseases,mesh-ancestor
NCT03758079,Gabapentin,Skin Manifestations,mesh-ancestor
NCT03749642,Gabapentin,Diabetic Neuropathies,mesh-list
NCT03749642,Gabapentin,Pain,mesh-list
NCT03749642,Gabapentin,Peripheral Nervous System Diseases,mesh-ancestor
NCT03749642,Gabapentin,Neuromuscular Diseases,mesh-ancestor
NCT03749642,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT03749642,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT03749642,Gabapentin,Diabetes Complications,mesh-ancestor
NCT03749642,Gabapentin,Diabetes Mellitus,mesh-ancestor
NCT03749642,Gabapentin,Endocrine System Diseases,mesh-ancestor
NCT03708237,Gabapentin,Psychomotor Agitation,mesh-list
NCT03708237,Gabapentin,Restless Legs Syndrome,mesh-list
NCT03708237,Gabapentin,"Kidney Failure, Chronic",mesh-list
NCT03708237,Gabapentin,Kidney Diseases,mesh-ancestor
NCT03708237,Gabapentin,Urologic Diseases,mesh-ancestor
NCT03708237,Gabapentin,"Renal Insufficiency, Chronic",mesh-ancestor
NCT03708237,Gabapentin,Renal Insufficiency,mesh-ancestor
NCT03708237,Gabapentin,Dyskinesias,mesh-ancestor
NCT03708237,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT03708237,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT03708237,Gabapentin,Psychomotor Disorders,mesh-ancestor
NCT03708237,Gabapentin,Neurobehavioral Manifestations,mesh-ancestor
NCT03708237,Gabapentin,"Sleep Disorders, Intrinsic",mesh-ancestor
NCT03708237,Gabapentin,Dyssomnias,mesh-ancestor
NCT03708237,Gabapentin,Sleep Wake Disorders,mesh-ancestor
NCT03708237,Gabapentin,Parasomnias,mesh-ancestor
NCT03708237,Gabapentin,Mental Disorders,mesh-ancestor
NCT03682367,Gabapentin,Head and Neck Neoplasms,mesh-list
NCT03682367,Gabapentin,Neoplasms by Site,mesh-ancestor
NCT03682367,Gabapentin,Neoplasms,mesh-ancestor
NCT03589898,Gabapentin,Autistic Disorder,mesh-list
NCT03589898,Gabapentin,Autism Spectrum Disorder,mesh-list
NCT03589898,Gabapentin,"Child Development Disorders, Pervasive",mesh-list
NCT03589898,Gabapentin,Neurodevelopmental Disorders,mesh-ancestor
NCT03589898,Gabapentin,Mental Disorders,mesh-ancestor
NCT03521167,Gabapentin,,
NCT03496389,Gabapentin,Muscle Weakness,mesh-list
NCT03496389,Gabapentin,Paresis,mesh-list
NCT03496389,Gabapentin,Rupture,mesh-list
NCT03496389,Gabapentin,Wounds and Injuries,mesh-ancestor
NCT03496389,Gabapentin,Muscular Diseases,mesh-ancestor
NCT03496389,Gabapentin,Musculoskeletal Diseases,mesh-ancestor
NCT03496389,Gabapentin,Neuromuscular Manifestations,mesh-ancestor
NCT03496389,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT03496389,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT03496389,Gabapentin,Pathologic Processes,mesh-ancestor
NCT03417479,Gabapentin,,
NCT03393702,Gabapentin,"Pain, Postoperative",mesh-list
NCT03393702,Gabapentin,Postoperative Complications,mesh-ancestor
NCT03393702,Gabapentin,Pathologic Processes,mesh-ancestor
NCT03393702,Gabapentin,Pain,mesh-ancestor
NCT03393702,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT03347916,Gabapentin,Psychomotor Agitation,mesh-list
NCT03347916,Gabapentin,Emergence Delirium,mesh-list
NCT03347916,Gabapentin,Dyskinesias,mesh-ancestor
NCT03347916,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT03347916,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT03347916,Gabapentin,Psychomotor Disorders,mesh-ancestor
NCT03347916,Gabapentin,Neurobehavioral Manifestations,mesh-ancestor
NCT03347916,Gabapentin,Delirium,mesh-ancestor
NCT03347916,Gabapentin,Confusion,mesh-ancestor
NCT03347916,Gabapentin,Postoperative Complications,mesh-ancestor
NCT03347916,Gabapentin,Pathologic Processes,mesh-ancestor
NCT03347916,Gabapentin,Neurocognitive Disorders,mesh-ancestor
NCT03347916,Gabapentin,Mental Disorders,mesh-ancestor
NCT03335436,Gabapentin,,
NCT03275012,Gabapentin,Chronic Pain,mesh-list
NCT03275012,Gabapentin,Pain,mesh-ancestor
NCT03275012,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT03241875,Gabapentin,Shoulder Pain,mesh-list
NCT03241875,Gabapentin,"Pain, Postoperative",mesh-list
NCT03241875,Gabapentin,Postoperative Complications,mesh-ancestor
NCT03241875,Gabapentin,Pathologic Processes,mesh-ancestor
NCT03241875,Gabapentin,Pain,mesh-ancestor
NCT03241875,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT03241875,Gabapentin,Arthralgia,mesh-ancestor
NCT03241875,Gabapentin,Joint Diseases,mesh-ancestor
NCT03241875,Gabapentin,Musculoskeletal Diseases,mesh-ancestor
NCT03220776,Gabapentin,Disease,mesh-list
NCT03220776,Gabapentin,Alcoholism,mesh-list
NCT03220776,Gabapentin,Bipolar Disorder,mesh-list
NCT03220776,Gabapentin,Pathologic Processes,mesh-ancestor
NCT03220776,Gabapentin,Bipolar and Related Disorders,mesh-ancestor
NCT03220776,Gabapentin,Mental Disorders,mesh-ancestor
NCT03220776,Gabapentin,Alcohol-Related Disorders,mesh-ancestor
NCT03220776,Gabapentin,Substance-Related Disorders,mesh-ancestor
NCT03220776,Gabapentin,Chemically-Induced Disorders,mesh-ancestor
NCT03202459,Gabapentin,Nausea,mesh-list
NCT03202459,Gabapentin,Vomiting,mesh-list
NCT03202459,Gabapentin,Postoperative Complications,mesh-list
NCT03202459,Gabapentin,Postoperative Nausea and Vomiting,mesh-list
NCT03202459,Gabapentin,"Signs and Symptoms, Digestive",mesh-ancestor
NCT03202459,Gabapentin,Pathologic Processes,mesh-ancestor
NCT03186443,Gabapentin,Neuralgia,mesh-list
NCT03186443,Gabapentin,Peripheral Nervous System Diseases,mesh-ancestor
NCT03186443,Gabapentin,Neuromuscular Diseases,mesh-ancestor
NCT03186443,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT03186443,Gabapentin,Pain,mesh-ancestor
NCT03186443,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT03179345,Gabapentin,,
NCT03172234,Gabapentin,,
NCT03158376,Gabapentin,Chronic Pain,mesh-list
NCT03158376,Gabapentin,Pain,mesh-ancestor
NCT03158376,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT03149432,Gabapentin,Phantom Limb,mesh-list
NCT03149432,Gabapentin,Perceptual Disorders,mesh-ancestor
NCT03149432,Gabapentin,Neurobehavioral Manifestations,mesh-ancestor
NCT03149432,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT03149432,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT03149432,Gabapentin,"Pain, Postoperative",mesh-ancestor
NCT03149432,Gabapentin,Postoperative Complications,mesh-ancestor
NCT03149432,Gabapentin,Pathologic Processes,mesh-ancestor
NCT03149432,Gabapentin,Pain,mesh-ancestor
NCT03121963,Gabapentin,,
NCT03084536,Gabapentin,Breast Neoplasms,mesh-list
NCT03084536,Gabapentin,"Pain, Postoperative",mesh-list
NCT03084536,Gabapentin,Mastodynia,mesh-list
NCT03084536,Gabapentin,Neoplasms by Site,mesh-ancestor
NCT03084536,Gabapentin,Neoplasms,mesh-ancestor
NCT03084536,Gabapentin,Breast Diseases,mesh-ancestor
NCT03084536,Gabapentin,Skin Diseases,mesh-ancestor
NCT03084536,Gabapentin,Postoperative Complications,mesh-ancestor
NCT03084536,Gabapentin,Pathologic Processes,mesh-ancestor
NCT03084536,Gabapentin,Pain,mesh-ancestor
NCT03084536,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT03080493,Gabapentin,,
NCT03023501,Gabapentin,Postoperative Complications,mesh-list
NCT03023501,Gabapentin,Pathologic Processes,mesh-ancestor
NCT03005483,Gabapentin,Musculoskeletal Diseases,mesh-list
NCT03005483,Gabapentin,"Pain, Postoperative",mesh-list
NCT03005483,Gabapentin,Postoperative Complications,mesh-ancestor
NCT03005483,Gabapentin,Pathologic Processes,mesh-ancestor
NCT03005483,Gabapentin,Pain,mesh-ancestor
NCT03005483,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT02999724,Gabapentin,Prolapse,mesh-list
NCT02999724,Gabapentin,Pelvic Organ Prolapse,mesh-list
NCT02999724,Gabapentin,"Pathological Conditions, Anatomical",mesh-ancestor
NCT02987985,Gabapentin,Sleep Apnea Syndromes,mesh-list
NCT02987985,Gabapentin,"Sleep Apnea, Obstructive",mesh-list
NCT02987985,Gabapentin,Respiratory Insufficiency,mesh-list
NCT02987985,Gabapentin,Postoperative Complications,mesh-list
NCT02987985,Gabapentin,Pathologic Processes,mesh-list
NCT02987985,Gabapentin,Depression,mesh-list
NCT02987985,Gabapentin,Depressive Disorder,mesh-list
NCT02987985,Gabapentin,Behavioral Symptoms,mesh-ancestor
NCT02987985,Gabapentin,Mood Disorders,mesh-ancestor
NCT02987985,Gabapentin,Mental Disorders,mesh-ancestor
NCT02987985,Gabapentin,Apnea,mesh-ancestor
NCT02987985,Gabapentin,Respiration Disorders,mesh-ancestor
NCT02987985,Gabapentin,Respiratory Tract Diseases,mesh-ancestor
NCT02987985,Gabapentin,"Sleep Disorders, Intrinsic",mesh-ancestor
NCT02987985,Gabapentin,Dyssomnias,mesh-ancestor
NCT02987985,Gabapentin,Sleep Wake Disorders,mesh-ancestor
NCT02987985,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT02958566,Gabapentin,Colonic Diseases,mesh-ancestor
NCT02958566,Gabapentin,Neoplasms,mesh-list
NCT02958566,Gabapentin,Colonic Neoplasms,mesh-list
NCT02958566,Gabapentin,Rectal Neoplasms,mesh-list
NCT02958566,Gabapentin,Ileus,mesh-list
NCT02958566,Gabapentin,Diverticulitis,mesh-list
NCT02958566,Gabapentin,Diverticulum,mesh-list
NCT02958566,Gabapentin,"Diverticulitis, Colonic",mesh-list
NCT02958566,Gabapentin,Constipation,mesh-list
NCT02958566,Gabapentin,"Pain, Postoperative",mesh-list
NCT02958566,Gabapentin,Colorectal Neoplasms,mesh-ancestor
NCT02958566,Gabapentin,Intestinal Neoplasms,mesh-ancestor
NCT02958566,Gabapentin,Gastrointestinal Neoplasms,mesh-ancestor
NCT02958566,Gabapentin,Digestive System Neoplasms,mesh-ancestor
NCT02958566,Gabapentin,Neoplasms by Site,mesh-ancestor
NCT02958566,Gabapentin,Digestive System Diseases,mesh-ancestor
NCT02958566,Gabapentin,Gastrointestinal Diseases,mesh-ancestor
NCT02958566,Gabapentin,Intestinal Diseases,mesh-ancestor
NCT02958566,Gabapentin,"Signs and Symptoms, Digestive",mesh-ancestor
NCT02958566,Gabapentin,Postoperative Complications,mesh-ancestor
NCT02958566,Gabapentin,Pathologic Processes,mesh-ancestor
NCT02958566,Gabapentin,Pain,mesh-ancestor
NCT02958566,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT02958566,Gabapentin,Intestinal Obstruction,mesh-ancestor
NCT02958566,Gabapentin,Diverticular Diseases,mesh-ancestor
NCT02958566,Gabapentin,Gastroenteritis,mesh-ancestor
NCT02958566,Gabapentin,Rectal Diseases,mesh-ancestor
NCT02958566,Gabapentin,"Pathological Conditions, Anatomical",mesh-ancestor
NCT02958566,Gabapentin,"Diverticulosis, Colonic",mesh-ancestor
NCT02957097,Gabapentin,"Pain, Postoperative",mesh-list
NCT02957097,Gabapentin,Acute Pain,mesh-list
NCT02957097,Gabapentin,Facial Pain,mesh-list
NCT02957097,Gabapentin,Postoperative Complications,mesh-ancestor
NCT02957097,Gabapentin,Pathologic Processes,mesh-ancestor
NCT02957097,Gabapentin,Pain,mesh-ancestor
NCT02957097,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT02944981,Gabapentin,Nausea,mesh-list
NCT02944981,Gabapentin,Vomiting,mesh-list
NCT02944981,Gabapentin,Postoperative Nausea and Vomiting,mesh-list
NCT02944981,Gabapentin,"Signs and Symptoms, Digestive",mesh-ancestor
NCT02944981,Gabapentin,Postoperative Complications,mesh-ancestor
NCT02944981,Gabapentin,Pathologic Processes,mesh-ancestor
NCT02926573,Gabapentin,Acute Pain,mesh-list
NCT02926573,Gabapentin,Pain,mesh-ancestor
NCT02926573,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT02867176,Gabapentin,Keratoconus,mesh-list
NCT02867176,Gabapentin,Corneal Diseases,mesh-ancestor
NCT02867176,Gabapentin,Eye Diseases,mesh-ancestor
NCT02840240,Gabapentin,,
NCT02771925,Gabapentin,Alcoholism,mesh-list
NCT02771925,Gabapentin,Alcohol-Related Disorders,mesh-ancestor
NCT02771925,Gabapentin,Substance-Related Disorders,mesh-ancestor
NCT02771925,Gabapentin,Chemically-Induced Disorders,mesh-ancestor
NCT02771925,Gabapentin,Mental Disorders,mesh-ancestor
NCT02725710,Gabapentin,"Abortion, Spontaneous",mesh-list
NCT02725710,Gabapentin,Pregnancy Complications,mesh-ancestor
NCT02722603,Gabapentin,Chronic Pain,mesh-list
NCT02722603,Gabapentin,Pain,mesh-ancestor
NCT02722603,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT02703259,Gabapentin,"Pain, Postoperative",mesh-list
NCT02703259,Gabapentin,Acute Pain,mesh-list
NCT02703259,Gabapentin,Postoperative Complications,mesh-ancestor
NCT02703259,Gabapentin,Pathologic Processes,mesh-ancestor
NCT02703259,Gabapentin,Pain,mesh-ancestor
NCT02703259,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT02617121,Gabapentin,Nausea,mesh-list
NCT02617121,Gabapentin,Vomiting,mesh-list
NCT02617121,Gabapentin,Postoperative Nausea and Vomiting,mesh-list
NCT02617121,Gabapentin,"Signs and Symptoms, Digestive",mesh-ancestor
NCT02617121,Gabapentin,Postoperative Complications,mesh-ancestor
NCT02617121,Gabapentin,Pathologic Processes,mesh-ancestor
NCT02605187,Gabapentin,"Pain, Postoperative",mesh-list
NCT02605187,Gabapentin,Postoperative Complications,mesh-ancestor
NCT02605187,Gabapentin,Pathologic Processes,mesh-ancestor
NCT02605187,Gabapentin,Pain,mesh-ancestor
NCT02605187,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT02595190,Gabapentin,Tarlov Cysts,mesh-list
NCT02595190,Gabapentin,Cysts,mesh-ancestor
NCT02595190,Gabapentin,Neoplasms,mesh-ancestor
NCT02595190,Gabapentin,Peripheral Nervous System Diseases,mesh-ancestor
NCT02595190,Gabapentin,Neuromuscular Diseases,mesh-ancestor
NCT02595190,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT02543944,Gabapentin,Opioid-Related Disorders,mesh-list
NCT02543944,Gabapentin,Substance-Related Disorders,mesh-list
NCT02543944,Gabapentin,Narcotic-Related Disorders,mesh-ancestor
NCT02543944,Gabapentin,Chemically-Induced Disorders,mesh-ancestor
NCT02543944,Gabapentin,Mental Disorders,mesh-ancestor
NCT02531906,Gabapentin,Head and Neck Neoplasms,mesh-list
NCT02531906,Gabapentin,Squamous Cell Carcinoma of Head and Neck,mesh-list
NCT02531906,Gabapentin,Stomatitis,mesh-list
NCT02531906,Gabapentin,"Carcinoma, Squamous Cell",mesh-ancestor
NCT02531906,Gabapentin,Carcinoma,mesh-ancestor
NCT02531906,Gabapentin,"Neoplasms, Glandular and Epithelial",mesh-ancestor
NCT02531906,Gabapentin,Neoplasms by Histologic Type,mesh-ancestor
NCT02531906,Gabapentin,Neoplasms,mesh-ancestor
NCT02531906,Gabapentin,Neoplasms by Site,mesh-ancestor
NCT02531906,Gabapentin,Mouth Diseases,mesh-ancestor
NCT02531906,Gabapentin,Stomatognathic Diseases,mesh-ancestor
NCT02480114,Gabapentin,Head and Neck Neoplasms,mesh-list
NCT02480114,Gabapentin,Mucositis,mesh-list
NCT02480114,Gabapentin,Neoplasms by Site,mesh-ancestor
NCT02480114,Gabapentin,Neoplasms,mesh-ancestor
NCT02480114,Gabapentin,Gastroenteritis,mesh-ancestor
NCT02480114,Gabapentin,Gastrointestinal Diseases,mesh-ancestor
NCT02480114,Gabapentin,Digestive System Diseases,mesh-ancestor
NCT02480114,Gabapentin,Mouth Diseases,mesh-ancestor
NCT02480114,Gabapentin,Stomatognathic Diseases,mesh-ancestor
NCT02424695,Gabapentin,Psychomotor Agitation,mesh-list
NCT02424695,Gabapentin,Restless Legs Syndrome,mesh-list
NCT02424695,Gabapentin,Syndrome,mesh-list
NCT02424695,Gabapentin,Disease,mesh-ancestor
NCT02424695,Gabapentin,Pathologic Processes,mesh-ancestor
NCT02424695,Gabapentin,Dyskinesias,mesh-ancestor
NCT02424695,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT02424695,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT02424695,Gabapentin,Psychomotor Disorders,mesh-ancestor
NCT02424695,Gabapentin,Neurobehavioral Manifestations,mesh-ancestor
NCT02424695,Gabapentin,"Sleep Disorders, Intrinsic",mesh-ancestor
NCT02424695,Gabapentin,Dyssomnias,mesh-ancestor
NCT02424695,Gabapentin,Sleep Wake Disorders,mesh-ancestor
NCT02424695,Gabapentin,Parasomnias,mesh-ancestor
NCT02424695,Gabapentin,Mental Disorders,mesh-ancestor
NCT02402543,Gabapentin,Hemorrhoids,mesh-list
NCT02402543,Gabapentin,Fissure in Ano,mesh-list
NCT02402543,Gabapentin,Rectal Fistula,mesh-list
NCT02402543,Gabapentin,Fistula,mesh-list
NCT02402543,Gabapentin,"Pathological Conditions, Anatomical",mesh-ancestor
NCT02402543,Gabapentin,Rectal Diseases,mesh-ancestor
NCT02402543,Gabapentin,Intestinal Diseases,mesh-ancestor
NCT02402543,Gabapentin,Gastrointestinal Diseases,mesh-ancestor
NCT02402543,Gabapentin,Digestive System Diseases,mesh-ancestor
NCT02402543,Gabapentin,Vascular Diseases,mesh-ancestor
NCT02402543,Gabapentin,Cardiovascular Diseases,mesh-ancestor
NCT02402543,Gabapentin,Anus Diseases,mesh-ancestor
NCT02402543,Gabapentin,Intestinal Fistula,mesh-ancestor
NCT02402543,Gabapentin,Digestive System Fistula,mesh-ancestor
NCT02384187,Gabapentin,Nausea,mesh-list
NCT02384187,Gabapentin,Vomiting,mesh-list
NCT02384187,Gabapentin,Postoperative Nausea and Vomiting,mesh-list
NCT02384187,Gabapentin,"Signs and Symptoms, Digestive",mesh-ancestor
NCT02384187,Gabapentin,Postoperative Complications,mesh-ancestor
NCT02384187,Gabapentin,Pathologic Processes,mesh-ancestor
NCT02355886,Gabapentin,Urinary Bladder Neoplasms,mesh-list
NCT02355886,Gabapentin,Urologic Neoplasms,mesh-ancestor
NCT02355886,Gabapentin,Urogenital Neoplasms,mesh-ancestor
NCT02355886,Gabapentin,Neoplasms by Site,mesh-ancestor
NCT02355886,Gabapentin,Neoplasms,mesh-ancestor
NCT02355886,Gabapentin,Urinary Bladder Diseases,mesh-ancestor
NCT02355886,Gabapentin,Urologic Diseases,mesh-ancestor
NCT02359110,Gabapentin,"Pain, Postoperative",mesh-list
NCT02359110,Gabapentin,Postoperative Complications,mesh-ancestor
NCT02359110,Gabapentin,Pathologic Processes,mesh-ancestor
NCT02359110,Gabapentin,Pain,mesh-ancestor
NCT02359110,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT02349477,Gabapentin,Alcoholism,mesh-list
NCT02349477,Gabapentin,Alcohol-Related Disorders,mesh-ancestor
NCT02349477,Gabapentin,Substance-Related Disorders,mesh-ancestor
NCT02349477,Gabapentin,Chemically-Induced Disorders,mesh-ancestor
NCT02349477,Gabapentin,Mental Disorders,mesh-ancestor
NCT02351934,Gabapentin,,
NCT02339662,Gabapentin,Myalgia,mesh-list
NCT02339662,Gabapentin,Facial Pain,mesh-list
NCT02339662,Gabapentin,Muscular Diseases,mesh-ancestor
NCT02339662,Gabapentin,Musculoskeletal Diseases,mesh-ancestor
NCT02339662,Gabapentin,Neuromuscular Diseases,mesh-ancestor
NCT02339662,Gabapentin,Nervous System Diseases,mesh-ancestor
NCT02339662,Gabapentin,Musculoskeletal Pain,mesh-ancestor
NCT02339662,Gabapentin,Pain,mesh-ancestor
NCT02339662,Gabapentin,Neurologic Manifestations,mesh-ancestor
NCT02306278,Gabapentin,,
NCT02252926,Gabapentin,Mucositis,mesh-list
NCT02252926,Gabapentin,Gastroenteritis,mesh-ancestor
NCT02252926,Gabapentin,Gastrointestinal Diseases,mesh-ancestor
NCT02252926,Gabapentin,Digestive System Diseases,mesh-ancestor
NCT02252926,Gabapentin,Mouth Diseases,mesh-ancestor
NCT02252926,Gabapentin,Stomatognathic Diseases,mesh-ancestor
NCT02252536,Gabapentin,Disease,mesh-list
NCT02252536,Gabapentin,Alcoholism,mesh-list
NCT02252536,Gabapentin,Alcohol Drinking,mesh-list
NCT02252536,Gabapentin,Pathologic Processes,mesh-ancestor
NCT02252536,Gabapentin,Drinking Behavior,mesh-ancestor
NCT02252536,Gabapentin,Alcohol-Related Disorders,mesh-ancestor
NCT02252536,Gabapentin,Substance-Related Disorders,mesh-ancestor
NCT02252536,Gabapentin,Chemically-Induced Disorders,mesh-ancestor
NCT02252536,Gabapentin,Mental Disorders,mesh-ancestor
NCT02202707,Gabapentin,,
NCT02163434,Gabapentin,Hyperemesis Gravidarum,mesh-list
NCT02163434,Gabapentin,Morning Sickness,mesh-ancestor
NCT02163434,Gabapentin,Pregnancy Complications,mesh-ancestor
NCT02163434,Gabapentin,Vomiting,mesh-ancestor
